NAME,YEAR,MONTH,DAY,MINUTE,VALUE
PPT             ,2015,10,8,690,0
PPT             ,2015,10,8,705,0
PPT             ,2015,10,8,720,0
PPT             ,2015,10,8,735,0
PPT             ,2015,10,8,750,0
PPT             ,2015,10,8,765,0
PPT             ,2015,10,8,780,0
PPT             ,2015,10,8,795,0
PPT             ,2015,10,8,810,0
PPT             ,2015,10,8,825,0
PPT             ,2015,10,8,840,0
PPT             ,2015,10,8,855,0
PPT             ,2015,10,8,870,0
PPT             ,2015,10,8,885,0
PPT             ,2015,10,8,900,0
PPT             ,2015,10,8,915,0
PPT             ,2015,10,8,930,0
PPT             ,2015,10,8,945,0
PPT             ,2015,10,8,960,0
PPT             ,2015,10,8,975,0
PPT             ,2015,10,8,990,0
PPT             ,2015,10,8,1005,0
PPT             ,2015,10,8,1020,0
PPT             ,2015,10,8,1035,0
PPT             ,2015,10,8,1050,0
PPT             ,2015,10,8,1065,0
PPT             ,2015,10,8,1080,0
PPT             ,2015,10,8,1095,0
PPT             ,2015,10,8,1110,0
PPT             ,2015,10,8,1125,0
PPT             ,2015,10,8,1140,0
PPT             ,2015,10,8,1155,0
PPT             ,2015,10,8,1170,0
PPT             ,2015,10,8,1185,0
PPT             ,2015,10,8,1200,0
PPT             ,2015,10,8,1215,0
PPT             ,2015,10,8,1230,0
PPT             ,2015,10,8,1245,0
PPT             ,2015,10,8,1260,0
PPT             ,2015,10,8,1275,0
PPT             ,2015,10,8,1290,0
PPT             ,2015,10,8,1305,0
PPT             ,2015,10,8,1320,0
PPT             ,2015,10,8,1335,0
PPT             ,2015,10,8,1350,0
PPT             ,2015,10,8,1365,0
PPT             ,2015,10,8,1380,0.009000003
PPT             ,2015,10,8,1395,0
PPT             ,2015,10,8,1410,0
PPT             ,2015,10,8,1425,0
PPT             ,2015,10,9,0,0
PPT             ,2015,10,9,5,0.009
PPT             ,2015,10,9,15,0
PPT             ,2015,10,9,30,0
PPT             ,2015,10,9,45,0
PPT             ,2015,10,9,60,0
PPT             ,2015,10,9,75,0
PPT             ,2015,10,9,90,0
PPT             ,2015,10,9,105,0
PPT             ,2015,10,9,120,0
PPT             ,2015,10,9,135,0
PPT             ,2015,10,9,150,0
PPT             ,2015,10,9,165,0
PPT             ,2015,10,9,180,0
PPT             ,2015,10,9,195,0
PPT             ,2015,10,9,210,0
PPT             ,2015,10,9,225,0
PPT             ,2015,10,9,240,0
PPT             ,2015,10,9,255,0
PPT             ,2015,10,9,270,0
PPT             ,2015,10,9,285,0
PPT             ,2015,10,9,300,0
PPT             ,2015,10,9,315,0
PPT             ,2015,10,9,330,0
PPT             ,2015,10,9,345,0
